Word,Neighborhood,Count
summer,Lake View,34
summer,Lincoln Park,20
summer,Logan Square,26
summer,Near North Side,20
summer,Near West Side,10
summer,West Town,56
sun,Lincoln Park,18
sun,Logan Square,17
sun,Near North Side,18
sun,Near West Side,13
sun,Uptown,11
sun,West Town,15
sunday,Logan Square,18
sundeck,Loop,14
sunlight,West Town,34
sunny,Edgewater,12
sunny,Lake View,42
sunny,Lincoln Park,12
sunny,Logan Square,74
sunny,Near North Side,12
sunny,Uptown,12
sunny,West Town,60
super,Lake View,24
super,Lincoln Park,13
super,Logan Square,38
super,Near North Side,13
super,Near West Side,41
super,Uptown,23
super,West Town,64
supply,Lincoln Park,11
supply,Near North Side,11
sure,Lake View,20
sure,West Town,19
surround,Lake View,10
surrounded,Lake View,34
surrounded,Lincoln Park,16
surrounded,Logan Square,18
surrounded,Near North Side,16
surrounded,West Town,21
surrounding,Lake View,11
sushi,West Town,12
sweet,West Town,16
swimming,Lincoln Park,25
swimming,Loop,13
swimming,Near North Side,25
system,Lake View,20
system,Lincoln Park,10
system,Near North Side,10
system,West Town,20
t,West Town,12
table,Edgewater,12
table,Lake View,50
table,Lincoln Park,47
table,Logan Square,35
table,Loop,24
table,Near North Side,47
table,Near West Side,28
table,Uptown,13
table,West Town,89
take,Edgewater,19
take,Lake View,71
take,Lincoln Park,32
take,Logan Square,33
take,Loop,17
take,Near North Side,32
take,Near West Side,28
take,Uptown,14
take,West Town,94
takes,Lake View,12
takes,Near West Side,14
takes,West Town,41
tall,West Town,10
target,Uptown,13
taste,West Town,10
tax,Uptown,12
taxes,Lake View,13
taxi,Lincoln Park,13
taxi,Near North Side,13
taxis,Lake View,10
taxis,Lincoln Park,16
taxis,Near North Side,16
taylor,Near West Side,17
tea,Lake View,18
tea,Logan Square,12
tea,West Town,26
team,Near West Side,11
teas,West Town,10
television,Lake View,18
television,Lincoln Park,14
television,Near North Side,14
television,Uptown,10
television,West Town,17
tempurpedic,Lincoln Park,12
tempurpedic,Near North Side,12
tennis,Lake View,14
tennis,Lincoln Park,17
tennis,Near North Side,17
term,West Town,12
terrace,Lincoln Park,12
terrace,Loop,13
terrace,Near North Side,12
text,Lake View,26
text,Lincoln Park,19
text,Logan Square,13
text,Loop,11
text,Near North Side,19
text,Near West Side,12
text,West Town,32
th,Edgewater,12
th,Lake View,58
th,Lincoln Park,101
th,Logan Square,11
th,Loop,77
th,Near North Side,101
th,Near West Side,43
th,Uptown,18
th,West Town,54
theater,Lake View,34
theater,Lincoln Park,23
theater,Logan Square,41
theater,Loop,26
theater,Near North Side,23
theater,Near West Side,10
theater,Uptown,17
theater,West Town,10
theaters,Lake View,43
theaters,Lincoln Park,10
theaters,Near North Side,10
theatre,Lake View,10
theatre,Lincoln Park,10
theatre,Loop,13
theatre,Near North Side,10
thing,West Town,14
things,Lake View,22
things,Lincoln Park,18
things,Logan Square,23
things,Near North Side,18
things,West Town,28
think,West Town,11
third,Lake View,17
third,Logan Square,23
third,Uptown,11
third,West Town,58
though,Logan Square,10
though,West Town,13
three,Edgewater,10
three,Lake View,71
three,Lincoln Park,54
three,Logan Square,62
three,Loop,14
three,Near North Side,54
three,Near West Side,16
three,Uptown,17
three,West Town,86
throughout,Edgewater,13
throughout,Lake View,55
throughout,Lincoln Park,30
throughout,Logan Square,18
throughout,Near North Side,30
throughout,Near West Side,15
throughout,Uptown,13
throughout,West Town,63
tidy,West Town,14
tile,Loop,10
timber,Near West Side,30
timber,West Town,16
time,Edgewater,11
time,Lake View,68
time,Lincoln Park,65
time,Logan Square,51
time,Loop,28
time,Near North Side,65
time,Near West Side,42
time,Uptown,31
time,West Town,103
times,Lake View,11
times,West Town,14
tips,Lake View,17
tips,West Town,10
toaster,Lake View,16
toaster,Lincoln Park,19
toaster,Near North Side,19
together,Lake View,10
together,West Town,12
toiletries,Lake View,10
toiletries,Logan Square,14
toiletries,West Town,12
tons,Edgewater,26
tons,Lake View,68
tons,Lincoln Park,23
tons,Logan Square,41
tons,Near North Side,23
tons,Uptown,12
tons,West Town,101
top,Edgewater,16
top,Lake View,59
top,Lincoln Park,105
top,Logan Square,57
top,Loop,50
top,Near North Side,105
top,Near West Side,42
top,Uptown,21
top,West Town,101
tops,Lincoln Park,18
tops,Near North Side,18
tops,West Town,10
total,West Town,20
touches,West Town,10
tourist,Lincoln Park,16
tourist,Loop,11
tourist,Near North Side,16
tourists,Lincoln Park,10
tourists,Near North Side,10
towels,Edgewater,11
towels,Lake View,69
towels,Lincoln Park,74
towels,Logan Square,38
towels,Loop,21
towels,Near North Side,74
towels,Near West Side,19
towels,Uptown,20
towels,West Town,60
tower,Lincoln Park,82
tower,Loop,45
tower,Near North Side,82
tower,Near West Side,47
tower,West Town,15
town,Lake View,83
town,Lincoln Park,259
town,Logan Square,37
town,Loop,91
town,Near North Side,259
town,Near West Side,45
town,Uptown,18
town,West Town,204
townhouse,Lake View,11
trader,Lake View,14
trail,Lake View,13
trail,Logan Square,38
trail,West Town,31
train,Edgewater,97
train,Lake View,317
train,Lincoln Park,110
train,Logan Square,181
train,Loop,62
train,Near North Side,110
train,Near West Side,104
train,Uptown,80
train,West Town,170
trains,Lake View,52
trains,Lincoln Park,38
trains,Logan Square,11
trains,Loop,30
trains,Near North Side,38
trains,Near West Side,20
trains,Uptown,13
trains,West Town,31
transit,Edgewater,17
transit,Lake View,50
transit,Lincoln Park,54
transit,Logan Square,34
transit,Loop,32
transit,Near North Side,54
transit,Near West Side,14
transit,Uptown,34
transit,West Town,93
transport,Lake View,10
transport,Lincoln Park,11
transport,Near North Side,11
transport,West Town,14
transportation,Edgewater,37
transportation,Lake View,207
transportation,Lincoln Park,129
transportation,Logan Square,76
transportation,Loop,73
transportation,Near North Side,129
transportation,Near West Side,96
transportation,Uptown,62
transportation,West Town,164
travel,Lake View,24
travel,Lincoln Park,20
travel,Logan Square,12
travel,Near North Side,20
travel,West Town,21
traveler,Lake View,10
traveler,Lincoln Park,11
traveler,Near North Side,11
traveler,West Town,10
travelers,Lake View,37
travelers,Lincoln Park,13
travelers,Logan Square,13
travelers,Near North Side,13
travelers,West Town,31
traveling,Lake View,20
traveling,Near West Side,10
traveling,West Town,14
tree,Lake View,20
tree,Logan Square,21
tree,Uptown,13
tree,West Town,43
treelined,Edgewater,15
treelined,Lake View,25
treelined,Logan Square,16
treelined,West Town,45
trendiest,Logan Square,11
trendy,Lake View,22
trendy,Lincoln Park,14
trendy,Logan Square,43
trendy,Near North Side,14
trendy,West Town,99
trip,Lake View,16
trip,Lincoln Park,13
trip,Near North Side,13
trip,West Town,23
true,Lake View,11
true,Near West Side,27
true,West Town,17
truly,West Town,10
trump,Lincoln Park,29
trump,Loop,12
trump,Near North Side,29
try,Lincoln Park,10
try,Near North Side,10
tub,Lake View,32
tub,Lincoln Park,72
tub,Logan Square,20
tub,Loop,49
tub,Near North Side,72
tub,Near West Side,18
tub,Uptown,16
tub,West Town,88
tucked,West Town,10
tv,Edgewater,59
tv,Lake View,181
tv,Lincoln Park,150
tv,Logan Square,118
tv,Loop,74
tv,Near North Side,150
tv,Near West Side,65
tv,Uptown,69
tv,West Town,228
tvs,Lincoln Park,17
tvs,Loop,12
tvs,Near North Side,17
twin,Lake View,35
twin,Lincoln Park,22
twin,Logan Square,52
twin,Near North Side,22
twin,Near West Side,13
twin,West Town,60
two,Edgewater,85
two,Lake View,334
two,Lincoln Park,198
two,Logan Square,320
two,Loop,91
two,Near North Side,198
two,Near West Side,131
two,Uptown,142
two,West Town,466
uber,Lincoln Park,15
uber,Logan Square,10
uber,Near North Side,15
uber,Near West Side,14
uber,West Town,18
uic,Near West Side,53
ukrainian,West Town,172
ukranian,West Town,32
union,Near West Side,44
union,West Town,17
unique,Edgewater,11
unique,Lake View,34
unique,Lincoln Park,38
unique,Logan Square,43
unique,Loop,11
unique,Near North Side,38
unique,Near West Side,16
unique,West Town,92
unit,Edgewater,62
unit,Lake View,195
unit,Lincoln Park,287
unit,Logan Square,121
unit,Loop,195
unit,Near North Side,287
unit,Near West Side,121
unit,Uptown,106
unit,West Town,304
united,Near West Side,62
united,West Town,24
units,Lake View,11
units,Lincoln Park,11
units,Logan Square,10
units,Loop,12
units,Near North Side,11
units,West Town,11
university,Edgewater,15
university,Near West Side,11
unless,Logan Square,13
unless,West Town,17
updated,Lake View,55
updated,Lincoln Park,21
updated,Logan Square,18
updated,Near North Side,21
updated,West Town,49
upgraded,Lincoln Park,10
upgraded,Near North Side,10
upon,Lake View,36
upon,Lincoln Park,28
upon,Logan Square,20
upon,Loop,10
upon,Near North Side,28
upon,West Town,32
upscale,Lincoln Park,24
upscale,Loop,11
upscale,Near North Side,24
upstairs,Lake View,17
upstairs,Logan Square,27
upstairs,West Town,36
uptown,Uptown,143
urban,Lincoln Park,13
urban,Near North Side,13
urban,Near West Side,10
urban,West Town,25
us,Lake View,49
us,Lincoln Park,15
us,Logan Square,40
us,Loop,10
us,Near North Side,15
us,Near West Side,14
us,Uptown,21
us,West Town,57
use,Edgewater,46
use,Lake View,149
use,Lincoln Park,64
use,Logan Square,108
use,Loop,16
use,Near North Side,64
use,Near West Side,70
use,Uptown,55
use,West Town,174
used,Logan Square,12
used,West Town,17
usually,Lake View,13
usually,Logan Square,16
usually,Uptown,10
usually,West Town,33
utensils,Lincoln Park,13
utensils,Near North Side,13
utilities,Lake View,10
utilities,Lincoln Park,29
utilities,Near North Side,29
vacation,Lake View,10
vacation,Lincoln Park,12
vacation,Logan Square,16
vacation,Near North Side,12
vacation,West Town,12
variety,Lake View,12
variety,West Town,15
various,Lake View,11
venue,West Town,10
venues,Lake View,10
venues,Logan Square,17
venues,Uptown,20
venues,West Town,26
via,Lake View,40
via,Lincoln Park,38
via,Logan Square,29
via,Loop,14
via,Near North Side,38
via,Near West Side,19
via,Uptown,14
via,West Town,57
vibe,West Town,10
vibrant,Edgewater,11
vibrant,Lake View,48
vibrant,Lincoln Park,10
vibrant,Logan Square,22
vibrant,Near North Side,10
vibrant,Near West Side,10
vibrant,West Town,44
vietnamese,Uptown,11
view,Edgewater,44
view,Lake View,107
view,Lincoln Park,149
view,Logan Square,14
view,Loop,99
view,Near North Side,149
view,Near West Side,67
view,Uptown,16
view,West Town,73
views,Edgewater,34
views,Lake View,53
views,Lincoln Park,321
views,Logan Square,11
views,Loop,219
views,Near North Side,321
views,Near West Side,88
views,West Town,86
village,Lake View,10
village,Logan Square,11
village,West Town,227
vintage,Edgewater,26
vintage,Lake View,114
vintage,Lincoln Park,50
vintage,Logan Square,69
vintage,Loop,18
vintage,Near North Side,50
vintage,Uptown,46
vintage,West Town,148
visit,Edgewater,10
visit,Lake View,23
visit,Lincoln Park,17
visit,Logan Square,23
visit,Loop,10
visit,Near North Side,17
visit,West Town,36
visiting,Lake View,28
visiting,Lincoln Park,13
visiting,Near North Side,13
visiting,West Town,32
visitors,Lincoln Park,17
visitors,Near North Side,17
w,Edgewater,35
w,Lake View,60
w,Lincoln Park,69
w,Logan Square,18
w,Loop,40
w,Near North Side,69
w,Near West Side,57
w,West Town,64
walgreens,Lake View,15
walgreens,Lincoln Park,12
walgreens,Near North Side,12
walk,Edgewater,120
walk,Lake View,492
walk,Lincoln Park,382
walk,Logan Square,273
walk,Loop,208
walk,Near North Side,382
walk,Near West Side,175
walk,Uptown,146
walk,West Town,508
walkable,West Town,16
walking,Edgewater,54
walking,Lake View,282
walking,Lincoln Park,285
walking,Logan Square,134
walking,Loop,171
walking,Near North Side,285
walking,Near West Side,111
walking,Uptown,89
walking,West Town,285
wall,Lake View,18
wall,Lincoln Park,13
wall,Near North Side,13
wall,West Town,33
walls,Lake View,12
walls,Logan Square,12
walls,West Town,27
walmart,Near West Side,15
want,Edgewater,11
want,Lake View,75
want,Lincoln Park,88
want,Logan Square,36
want,Loop,31
want,Near North Side,88
want,Near West Side,34
want,Uptown,20
want,West Town,86
warm,Lake View,18
warm,Lincoln Park,11
warm,Near North Side,11
warm,West Town,14
wash,Lake View,12
wash,Logan Square,11
washer,Edgewater,10
washer,Lake View,54
washer,Lincoln Park,38
washer,Logan Square,28
washer,Loop,29
washer,Near North Side,38
washer,Near West Side,32
washer,Uptown,26
washer,West Town,96
washerdryer,Lake View,41
washerdryer,Lincoln Park,56
washerdryer,Logan Square,27
washerdryer,Loop,36
washerdryer,Near North Side,56
washerdryer,Near West Side,27
washerdryer,Uptown,27
washerdryer,West Town,47
watch,West Town,16
water,Lake View,26
water,Lincoln Park,47
water,Near North Side,47
water,West Town,23
way,Lake View,21
way,Lincoln Park,17
way,Logan Square,17
way,Near North Side,17
way,Near West Side,12
way,West Town,17
wd,West Town,10
weather,West Town,10
website,Lake View,17
website,Lincoln Park,22
website,Logan Square,18
website,Near North Side,22
website,West Town,14
week,Lake View,10
week,West Town,14
weekend,Lake View,45
weekend,Logan Square,14
weekend,Uptown,10
weekend,West Town,15
weekends,Logan Square,10
weekends,West Town,13
welcome,Edgewater,16
welcome,Lake View,59
welcome,Lincoln Park,52
welcome,Logan Square,69
welcome,Loop,22
welcome,Near North Side,52
welcome,Near West Side,31
welcome,Uptown,26
welcome,West Town,125
welcoming,West Town,11
well,Edgewater,53
well,Lake View,117
well,Lincoln Park,109
well,Logan Square,107
well,Loop,51
well,Near North Side,109
well,Near West Side,57
well,Uptown,68
well,West Town,128
wellington,Lake View,12
wells,Lincoln Park,40
wells,Loop,12
wells,Near North Side,40
west,Lake View,25
west,Lincoln Park,29
west,Logan Square,26
west,Near North Side,29
west,Near West Side,252
west,West Town,293
western,Logan Square,71
western,Near West Side,10
western,West Town,28
whatever,West Town,10
whole,Edgewater,15
whole,Lake View,69
whole,Lincoln Park,34
whole,Logan Square,16
whole,Near North Side,34
whole,Near West Side,16
whole,Uptown,17
whole,West Town,42
wicker,Logan Square,124
wicker,West Town,791
wide,West Town,15
wifi,Edgewater,51
wifi,Lake View,138
wifi,Lincoln Park,152
wifi,Logan Square,97
wifi,Loop,80
wifi,Near North Side,152
wifi,Near West Side,72
wifi,Uptown,74
wifi,West Town,195
willis,Loop,12
willis,Near West Side,26
wilson,Uptown,11
window,Lake View,20
window,Lincoln Park,13
window,Logan Square,22
window,Near North Side,13
window,Uptown,14
window,West Town,36
windows,Edgewater,21
windows,Lake View,76
windows,Lincoln Park,127
windows,Logan Square,58
windows,Loop,80
windows,Near North Side,127
windows,Near West Side,43
windows,Uptown,14
windows,West Town,83
wine,Lake View,15
wine,Lincoln Park,15
wine,Logan Square,14
wine,Near North Side,15
wine,West Town,17
winter,Lake View,10
winter,West Town,11
wireless,Edgewater,12
wireless,Lake View,31
wireless,Lincoln Park,43
wireless,Logan Square,21
wireless,Near North Side,43
wireless,Uptown,11
wireless,West Town,40
within,Edgewater,22
within,Lake View,153
within,Lincoln Park,140
within,Logan Square,97
within,Loop,102
within,Near North Side,140
within,Near West Side,54
within,Uptown,65
within,West Town,174
without,Lake View,10
without,West Town,18
wonderful,Edgewater,13
wonderful,Lake View,12
wonderful,Lincoln Park,21
wonderful,Logan Square,16
wonderful,Near North Side,21
wonderful,Uptown,10
wonderful,West Town,44
wood,Lake View,41
wood,Lincoln Park,27
wood,Logan Square,19
wood,Near North Side,27
wood,Near West Side,12
wood,Uptown,10
wood,West Town,23
woodwork,West Town,12
work,Edgewater,10
work,Lake View,49
work,Lincoln Park,39
work,Logan Square,65
work,Near North Side,39
work,Near West Side,24
work,Uptown,24
work,West Town,67
working,Logan Square,14
working,Near West Side,11
working,West Town,24
workout,Lincoln Park,17
workout,Loop,11
workout,Near North Side,17
world,Lake View,18
world,Lincoln Park,18
world,Loop,15
world,Near North Side,18
world,West Town,15
wrigley,Edgewater,13
wrigley,Lake View,633
wrigley,Lincoln Park,14
wrigley,Near North Side,14
wrigley,Uptown,102
wrigleyfield,Lake View,18
wrigleyville,Lake View,162
wrigleyville,Uptown,22
x,Lake View,13
x,Lincoln Park,16
x,Near North Side,16
x,West Town,19
yard,Edgewater,12
yard,Lake View,26
yard,Logan Square,41
yard,Uptown,11
yard,West Town,34
year,Lake View,15
year,Logan Square,14
year,West Town,26
years,Logan Square,23
years,West Town,19
yet,Lake View,20
yet,Lincoln Park,10
yet,Near North Side,10
yet,West Town,23
yoga,Logan Square,11
yoga,West Town,12
young,Lake View,20
young,Logan Square,13
young,West Town,17
zoo,Lake View,39
zoo,Lincoln Park,52
zoo,Loop,15
zoo,Near North Side,52
â€,Lake View,12
â€,Lincoln Park,115
â€,Logan Square,31
â€,Loop,19
â€,Near North Side,115
â€,Near West Side,47
â€“,Lincoln Park,13
â€“,Logan Square,21
â€“,Near North Side,13
â€“,Near West Side,25
